CODE,DESCRIPTION,NON-FACILITY GLOBAL FEE,FACILITY GLOBAL FEE,PROFESSIONAL COMPONENT FEE,BR,PA,FU DAYS,CHANGE
15770,GRAFT; DERMA-FAT-FASCIA,365.69,304.75,NA,NA,0,90,NA
15775,PUNCH GRAFT FOR HAIR TRANSPLANT; 1 TO 15,NA,NA,NA,BR,1,0,NA
15776,PUNCH GRAFT FOR HAIR TRANSPLANT; MORE TH,NA,NA,NA,BR,1,0,NA
15777,"IMPLANTATION OF BIOLOGIC IMPLANT (EG, AC",96.43,80.36,NA,NA,1,0,NA
15780,"DERMABRASION; TOTAL FACE (EG, FOR ACNE S",468.69,308.75,NA,NA,1,90,NA
15781,"DERMABRASION; SEGMENTAL, FACE",299.71,202.8,NA,NA,1,90,NA
15782,"DERMABRASION; REGIONAL, OTHER THAN FACE",325.26,198.65,NA,NA,1,90,NA
15783,"DERMABRASION; SUPERFICIAL, ANY SITE, (EG",NA,NA,NA,BR,1,90,NA
15786,"ABRASION; SINGLE LESION (EG, KERATOSIS,",133.75,63.27,NA,NA,1,10,NA
15787,ABRASION; EACH ADDITIONAL FOUR LESIONS O,31.25,8.81,NA,NA,1,0,NA
15788,"CHEMICAL PEEL, FACIAL; EPIDERMAL",244.22,111.43,NA,NA,1,90,NA
15789,"CHEMICAL PEEL, FACIAL; DERMAL",320.2,196.28,NA,NA,1,90,NA
15792,"CHEMICAL PEEL, NONFACIAL; EPIDERMAL",238.8,126.81,NA,NA,1,90,NA
15793,"CHEMICAL PEEL, NONFACIAL; DERMAL",259.33,163.61,NA,NA,1,90,NA
15819,CERVICOPLASTY,405.53,337.95,NA,NA,1,90,NA
15820,"BLEPHAROPLASTY, LOWER EYELID;",297.59,221.34,NA,NA,1,90,NA
15821,"BLEPHAROPLASTY, LOWER EYELID; WITH EXTEN",317.2,234.39,NA,NA,1,90,NA
15822,"BLEPHAROPLASTY, UPPER EYELID;",236.41,171.58,NA,NA,1,90,NA
15823,"BLEPHAROPLASTY, UPPER EYELID; WITH EXCES",364.45,276.03,NA,NA,1,90,NA
15824,RHYTIDECTOMY; FOREHEAD,344.3,286.92,NA,NA,1,0,NA
15825,RHYTIDECTOMY; NECK WITH PLATYSMAL TIGHTE,297.36,247.8,NA,NA,1,0,NA
15826,RHYTIDECTOMY; GLABELLAR FROWN LINES,248.27,206.89,NA,NA,1,0,NA
15828,"RHYTIDECTOMY; CHEEK, CHIN, AND NECK",846.31,705.26,NA,NA,1,0,NA
15829,RHYTIDECTOMY; SUPERFICIAL MUSCULOAPONEUR,NA,NA,NA,BR,1,0,NA
15830,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOU",652.31,543.59,NA,NA,1,90,NA
15832,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOU",499.95,416.63,NA,NA,1,90,NA
15833,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOU",465.59,388,NA,NA,1,90,NA
15834,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOU",475.57,396.31,NA,NA,1,90,NA
15835,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOU",486.37,405.31,NA,NA,1,90,NA
15836,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOU",410.2,341.83,NA,NA,1,90,NA
15837,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOU",429.83,316.36,NA,NA,1,90,NA
15838,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOU",319.55,266.29,NA,NA,1,90,NA
15839,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOU",466.93,330.25,NA,NA,1,90,NA
15840,GRAFT FOR FACIAL NERVE PARALYSIS; FREE F,563.47,469.56,NA,NA,0,90,NA
15841,GRAFT FOR FACIAL NERVE PARALYSIS; FREE M,932.65,777.21,NA,NA,0,90,NA
15842,GRAFT FOR FACIAL NERVE PARALYSIS; FREE M,1480.24,1233.54,NA,NA,0,90,NA
15845,GRAFT FOR FACIAL NERVE PARALYSIS; REGION,522.17,480,NA,NA,0,90,NA
15847,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOU",NA,NA,NA,BR,1,0,NA
15851,REMOVAL OF SUTURES UNDER ANESTHESIA (OTH,56.12,21.34,NA,NA,0,0,NA
15852,DRESSING CHANGE (FOR OTHER THAN BURNS) U,26.77,22.31,NA,NA,0,0,NA
15860,"INTRAVENOUS INJECTION OF AGENT (EG, FLUO",63.4,52.83,NA,NA,0,0,NA
15876,SUCTION ASSISTED LIPECTOMY; HEAD AND NEC,NA,NA,NA,BR,1,0,NA
15877,SUCTION ASSISTED LIPECTOMY; TRUNK,NA,NA,NA,BR,1,0,NA
15878,SUCTION ASSISTED LIPECTOMY; UPPER EXTREM,NA,NA,NA,BR,1,0,NA
15879,SUCTION ASSISTED LIPECTOMY; LOWER EXTREM,NA,NA,NA,BR,1,0,NA
15920,"EXCISION, COCCYGEAL PRESSURE ULCER, WITH",323.87,269.9,NA,NA,0,90,NA
15922,"EXCISION, COCCYGEAL PRESSURE ULCER, WITH",417.64,348.03,NA,NA,0,90,NA
15931,"EXCISION, SACRAL PRESSURE ULCER, WITH PR",369.86,308.22,NA,NA,0,90,NA
15933,"EXCISION, SACRAL PRESSURE ULCER, WITH PR",457.29,381.08,NA,NA,0,90,NA
15934,"EXCISION, SACRAL PRESSURE ULCER, WITH SK",510.36,425.3,NA,NA,0,90,NA
15935,"EXCISION, SACRAL PRESSURE ULCER, WITH SK",605.06,504.22,NA,NA,0,90,NA
15936,"EXCISION, SACRAL PRESSURE ULCER, IN PREP",498.24,415.2,NA,NA,0,90,NA
15937,"EXCISION, SACRAL PRESSURE ULCER, IN PREP",583.46,486.22,NA,NA,0,90,NA
15940,"EXCISION, ISCHIAL PRESSURE ULCER, WITH P",383.08,319.24,NA,NA,0,90,NA
15941,"EXCISION, ISCHIAL PRESSURE ULCER, WITH P",507.11,422.6,NA,NA,0,90,NA
15944,"EXCISION, ISCHIAL PRESSURE ULCER, WITH S",493.33,411.11,NA,NA,0,90,NA
15945,"EXCISION, ISCHIAL PRESSURE ULCER, WITH S",545.63,454.7,NA,NA,0,90,NA
15946,"EXCISION, ISCHIAL PRESSURE ULCER, WITH O",902.45,752.04,NA,NA,0,90,NA
15950,"EXCISION, TROCHANTERIC PRESSURE ULCER, W",318.02,265.02,NA,NA,0,90,NA
15951,"EXCISION, TROCHANTERIC PRESSURE ULCER, W",453.4,377.84,NA,NA,0,90,NA
15952,"EXCISION, TROCHANTERIC PRESSURE ULCER, W",470.95,392.46,NA,NA,0,90,NA
15953,"EXCISION, TROCHANTERIC PRESSURE ULCER, W",525.79,438.16,NA,NA,0,90,NA
15956,"EXCISION, TROCHANTERIC PRESSURE ULCER, I",638.47,532.06,NA,NA,0,90,NA
15958,"EXCISION, TROCHANTERIC PRESSURE ULCER, I",652.72,543.93,NA,NA,0,90,NA
15999,"UNLISTED PROCEDURE, EXCISION PRESSURE UL",NA,NA,NA,BR,0,0,NA
16000,"INITIAL TREATMENT, FIRST DEGREE BURN, WH",39.31,21.69,NA,NA,0,0,NA
16020,DRESSINGS AND/OR DEBRIDEMENT OF PARTIAL-,47.55,26.71,NA,NA,0,0,NA
16025,DRESSINGS AND/OR DEBRIDEMENT OF PARTIAL-,83.14,53.7,NA,NA,0,0,NA
16030,DRESSINGS AND/OR DEBRIDEMENT OF PARTIAL-,100.22,61.78,NA,NA,0,0,NA
16035,ESCHAROTOMY; INITIAL INCISION,121.03,100.86,NA,NA,0,0,NA
16036,ESCHAROTOMY; EACH ADDITIONAL INCISION (L,48.13,40.11,NA,NA,0,0,NA
17000,"DESTRUCTION (EG, LASER SURGERY, ELECTROS",42.71,24.31,NA,BR,0,10,NA
17003,"DESTRUCTION (EG, LASER SURGERY, ELECTROS",4.32,4,NA,BR,0,0,NA
17004,"DESTRUCTION (EG, LASER SURGERY, ELECTROS",97.88,80,NA,BR,0,10,NA
17106,DESTRUCTION OF CUTANEOUS VASCULAR PROLIF,216.62,153.03,NA,NA,0,90,NA
17107,DESTRUCTION OF CUTANEOUS VASCULAR PROLIF,376.11,274.67,NA,NA,0,90,NA
17108,DESTRUCTION OF CUTANEOUS VASCULAR PROLIF,505.09,379.07,NA,NA,0,90,NA
17110,"DESTRUCTION (EG, LASER SURGERY, ELECTROS",56.63,28.53,NA,NA,0,10,NA
17111,"DESTRUCTION (EG, LASER SURGERY, ELECTROS",68.6,36.66,NA,NA,0,10,NA
17250,CHEMICAL CAUTERIZATION OF GRANULATION TI,42.8,17.01,NA,NA,0,0,NA
17260,"DESTRUCTION, MALIGNANT LESION (EG, LASER",52.88,30.74,NA,NA,0,10,NA
17261,"DESTRUCTION, MALIGNANT LESION (EG, LASER",75.91,40.7,NA,NA,0,10,NA
17262,"DESTRUCTION, MALIGNANT LESION (EG, LASER",92.11,51.94,NA,NA,0,10,NA
17263,"DESTRUCTION, MALIGNANT LESION (EG, LASER",101.42,57.24,NA,NA,0,10,NA
17264,"DESTRUCTION, MALIGNANT LESION (EG, LASER",NA,NA,NA,BR,0,10,NA
17266,"DESTRUCTION, MALIGNANT LESION (EG, LASER",NA,NA,NA,BR,0,10,NA
17270,"DESTRUCTION, MALIGNANT LESION (EG, LASER",79.41,43.82,NA,NA,0,10,NA
17271,"DESTRUCTION, MALIGNANT LESION (EG, LASER",86.8,60,NA,NA,0,10,NA
17272,"DESTRUCTION, MALIGNANT LESION (EG, LASER",99.47,80,NA,NA,0,10,NA
17273,"DESTRUCTION, MALIGNANT LESION (EG, LASER",110.67,100,NA,NA,0,10,NA
17274,"DESTRUCTION, MALIGNANT LESION (EG, LASER",131.59,120,NA,NA,0,10,NA
17276,"DESTRUCTION, MALIGNANT LESION (EG, LASER",153.58,140,NA,NA,0,10,NA
17280,"DESTRUCTION, MALIGNANT LESION (EG, LASER",74.43,60,NA,NA,0,10,NA
17281,"DESTRUCTION, MALIGNANT LESION (EG, LASER",94.13,80,NA,NA,0,10,NA
17282,"DESTRUCTION, MALIGNANT LESION (EG, LASER",108.96,100,NA,NA,0,10,NA
17283,"DESTRUCTION, MALIGNANT LESION (EG, LASER",NA,NA,NA,BR,0,10,NA
17284,"DESTRUCTION, MALIGNANT LESION (EG, LASER",NA,NA,NA,BR,0,10,NA
17286,"DESTRUCTION, MALIGNANT LESION (EG, LASER",NA,NA,NA,BR,0,10,NA
17311,"MOHS MICROGRAPHIC TECHNIQUE, INCLUDING R",395.5,172.48,NA,NA,0,0,NA
17312,"MOHS MICROGRAPHIC TECHNIQUE, INCLUDING R",239.93,91.85,NA,NA,0,0,NA
17313,"MOHS MICROGRAPHIC TECHNIQUE, INCLUDING R",361.65,154.94,NA,NA,0,0,NA
17314,"MOHS MICROGRAPHIC TECHNIQUE, INCLUDING R",221.81,84.96,NA,NA,0,0,NA
17315,"MOHS MICROGRAPHIC TECHNIQUE, INCLUDING R",NA,NA,NA,BR,0,0,NA
17340,"CRYOTHERAPY (CO2 SLUSH, LIQUID N2) FOR A",25.51,21.46,NA,NA,0,10,NA
17360,"CHEMICAL EXFOLIATION FOR ACNE (EG, ACNE",71.39,44.93,NA,NA,0,10,NA
17380,"ELECTROLYSIS EPILATION, EACH 1/2 HOUR",19.25,16.04,NA,NA,1,0,NA
17999,"UNLISTED PROCEDURE, SKIN, MUCOUS MEMBRAN",NA,NA,NA,BR,0,0,NA
19000,PUNCTURE ASPIRATION OF CYST OF BREAST;,66.94,21.74,NA,NA,0,0,NA
19001,PUNCTURE ASPIRATION OF CYST OF BREAST; E,15.62,10.77,NA,NA,0,0,NA
19020,MASTOTOMY WITH EXPLORATION OR DRAINAGE O,245.83,130.61,NA,NA,0,90,NA
19030,INJECTION PROCEDURE ONLY FOR MAMMARY DUC,101.48,38.42,NA,NA,0,0,NA
19081,BIOPSY BREAST 1ST LESION STEREOTACTIC,437.06,99.54,NA,NA,0,0,NA
19082,BIOPSY BREAST ADD LESION STEREOTACTIC,352.72,46.9,NA,NA,0,0,NA
19083,BIOPSY BREAST 1ST LESION ULTRASOUND IMAG,433.99,93.15,NA,NA,0,0,NA
19084,BIOPSY BREAST ADD LESION ULTRASOUND IMAG,347.92,44.05,NA,NA,0,0,NA
19085,BIOPSY BREAST 1ST LESION MRI IMAG,657.03,108.64,NA,NA,0,0,NA
19086,BIOPSY BREAST ADD LESION MRI IMAG,522.56,47.18,NA,NA,0,0,NA
19100,"BIOPSY OF BREAST; PERCUTANEOUS, NEEDLE C",80.74,60,NA,NA,0,0,NA
19101,"BIOPSY OF BREAST; OPEN, INCISIONAL",183.38,122,NA,NA,0,10,NA
19105,"ABLATION, CRYOSURGICAL, OF FIBROADENOMA,",1226.74,88.89,NA,NA,0,0,NA
19110,"NIPPLE EXPLORATION, WITH OR WITHOUT EXCI",247.5,145.75,NA,NA,0,90,NA
19112,EXCISION OF LACTIFEROUS DUCT FISTULA,238.15,132.01,NA,NA,0,90,NA
19120,"EXCISION OF CYST, FIBROADENOMA, OR OTHER",253.88,182,NA,NA,0,90,NA
19125,EXCISION OF BREAST LESION IDENTIFIED BY,279.61,198.15,NA,NA,0,90,NA
19126,EXCISION OF BREAST LESION IDENTIFIED BY,89.73,74.78,NA,NA,0,0,NA
19281,PERQ DEVICE BREAST 1ST IMAG; MAMMOGRAPHY,156.1,54.77,NA,NA,0,0,NA
19282,PERQ DEVICE BREAST EA IMAG; MAMMOGRAPHY,108.34,25.89,NA,NA,0,0,NA
19283,PERQ DEV BREAST 1ST STEREOTACTIC,177.49,55.34,NA,NA,0,0,NA
19284,PERQ DEV BREAST ADD STEREOTACTIC,130.19,26.08,NA,NA,0,0,NA
19285,PERQ DEV BREAST 1ST ULTRASOUND IMAG,301.69,46.92,NA,NA,0,0,NA
19286,PERQ DEV BREAST ADD ULTRASOUND IMAG,253.19,22.4,NA,NA,0,0,NA
19287,PERQ DEV BREAST 1ST MRI GUIDE,560.9,77.6,NA,NA,0,0,NA
19288,PERQ DEV BREAST ADD MRI GUIDE,445.64,33.49,NA,NA,0,0,NA
19294,"PREPARATION OF TUMOR CAVITY, WITH PLACEM",108.53,90.44,NA,NA,0,0,NA
19296,PLACEMENT OF RADIOTHERAPY AFTERLOADING E,NA,NA,NA,BR,0,0,NA
19297,PLACEMENT OF RADIOTHERAPY AFTERLOADING E,52.1,43.42,NA,NA,0,0,NA
19298,PLACEMENT OF RADIOTHERAPY AFTERLOADING B,NA,NA,NA,BR,0,0,NA
19300,MASTECTOMY FOR GYNECOMASTIA,308.68,175.81,NA,NA,0,90,NA
19301,"MASTECTOMY, PARTIAL (EG, LUMPECTOMY, TYL",320.83,267.36,NA,NA,0,90,NA
19302,"MASTECTOMY, PARTIAL (EG, LUMPECTOMY, TYL",477.17,397.65,NA,NA,0,90,NA
19303,"MASTECTOMY, SIMPLE, COMPLETE",494.2,411.84,NA,NA,0,90,NA
19305,"MASTECTOMY, RADICAL, INCLUDING PECTORAL",592.76,493.97,NA,NA,0,90,NA
19306,"MASTECTOMY, RADICAL, INCLUDING PECTORAL",619.7,516.42,NA,NA,0,90,NA
19307,"MASTECTOMY, MODIFIED RADICAL, INCLUDING",623.15,519.3,NA,NA,0,90,NA
19316,MASTOPEXY,438.86,400,NA,NA,1,90,NA
19318,REDUCTION MAMMAPLASTY,649.87,541.56,NA,NA,0,90,NA
19324,"MAMMAPLASTY, AUGMENTATION; WITHOUT PROST",300,300,NA,NA,0,90,NA
19325,"MAMMAPLASTY, AUGMENTATION; WITH PROSTHET",362.9,302.42,NA,NA,0,90,NA
19328,REMOVAL OF INTACT MAMMARY IMPLANT,273.28,227.74,NA,NA,0,90,NA
19330,REMOVAL OF MAMMARY IMPLANT MATERIAL,347.22,289.35,NA,NA,0,90,NA
19340,IMMEDIATE INSERTION OF BREAST PROSTHESIS,300,300,NA,NA,0,90,NA
19342,DELAYED INSERTION OF BREAST PROSTHESIS F,514.16,428.47,NA,NA,0,90,NA
19350,NIPPLE/AREOLA RECONSTRUCTION,507.34,320.44,NA,NA,0,90,NA
19355,CORRECTION OF INVERTED NIPPLES,408.77,255.73,NA,NA,0,90,NA
19357,"BREAST RECONSTRUCTION, IMMEDIATE OR DELA",867.42,722.85,NA,NA,0,90,NA
19361,BREAST RECONSTRUCTION WITH LATISSIMUS DO,898.36,748.63,NA,NA,0,90,NA
19364,BREAST RECONSTRUCTION WITH FREE FLAP,1568.29,1306.91,NA,NA,0,90,NA
19366,BREAST RECONSTRUCTION WITH OTHER TECHNIQ,780.4,650.34,NA,NA,0,90,NA
19367,BREAST RECONSTRUCTION WITH TRANSVERSE RE,1026.01,855.01,NA,NA,0,90,NA
19368,BREAST RECONSTRUCTION WITH TRANSVERSE RE,1265.17,1054.31,NA,NA,0,90,NA
19369,BREAST RECONSTRUCTION WITH TRANSVERSE RE,1161.88,968.24,NA,NA,0,90,NA
19370,"OPEN PERIPROSTHETIC CAPSULOTOMY, BREAST",381.09,317.58,NA,NA,0,90,NA
19371,"PERIPROSTHETIC CAPSULECTOMY, BREAST",440.1,366.75,NA,NA,0,90,NA
19380,REVISION OF RECONSTRUCTED BREAST,429.19,357.66,NA,NA,0,90,NA
19396,PREPARATION OF MOULAGE FOR CUSTOM BREAST,NA,NA,NA,BR,0,0,NA
19499,"UNLISTED PROCEDURE, BREAST",NA,NA,NA,BR,0,0,NA
20100,EXPLORATION OF PENETRATING WOUND (SEPARA,336.98,280.82,NA,NA,0,10,NA
20101,EXPLORATION OF PENETRATING WOUND (SEPARA,229.76,95.28,NA,NA,0,10,NA
20102,EXPLORATION OF PENETRATING WOUND (SEPARA,269.1,114.73,NA,NA,0,10,NA
20103,EXPLORATION OF PENETRATING WOUND (SEPARA,327.11,167.79,NA,NA,0,10,NA
20150,"EXCISION OF EPIPHYSEAL BAR, WITH OR WITH",524.47,437.06,NA,NA,0,90,NA
20200,"BIOPSY, MUSCLE; SUPERFICIAL",110.37,43.99,NA,NA,0,0,NA
20205,"BIOPSY, MUSCLE; DEEP",150.38,69.53,NA,NA,0,0,NA
20206,"BIOPSY, MUSCLE, PERCUTANEOUS NEEDLE",165.96,30.42,NA,NA,0,0,NA
20220,"BIOPSY, BONE, TROCAR, OR NEEDLE; SUPERFI",117.09,38.1,NA,NA,0,0,NA
20225,"BIOPSY, BONE, TROCAR, OR NEEDLE; DEEP (E",491.85,58.13,NA,NA,0,0,NA
20240,"BIOPSY, BONE, OPEN; SUPERFICIAL",132.52,110.43,NA,NA,0,10,NA
20245,"BIOPSY, BONE, OPEN; DEEP",359.93,299.94,NA,NA,0,10,NA
20250,"BIOPSY, VERTEBRAL BODY, OPEN; THORACIC",215.98,179.98,NA,NA,0,10,NA
20251,"BIOPSY, VERTEBRAL BODY, OPEN; LUMBAR OR",240.37,200.31,NA,NA,0,10,NA
20500,INJECTION OF SINUS TRACT; THERAPEUTIC (S,72.49,48.1,NA,NA,0,10,NA
20501,INJECTION OF SINUS TRACT; DIAGNOSTIC (SI,81.4,19.02,NA,NA,0,0,NA
20520,REMOVAL OF FOREIGN BODY IN MUSCLE OR TEN,110.88,68.82,NA,NA,0,10,NA
20525,REMOVAL OF FOREIGN BODY IN MUSCLE OR TEN,283.15,118.85,NA,NA,0,10,NA
20526,"INJECTION, THERAPEUTIC (EG, LOCAL ANESTH",44.06,27.9,NA,NA,0,0,NA
20527,"INJECTION, ENZYME (EG, COLLAGENASE), PAL",34.4,28.66,NA,NA,0,0,NA
20550,"INJECTION(S); SINGLE TENDON SHEATH, OR L",33.8,19.76,NA,NA,0,0,NA
20551,INJECTION(S); SINGLE TENDON ORIGIN/INSER,33.34,20.6,NA,NA,0,0,NA
20552,INJECTION(S); SINGLE OR MULTIPLE TRIGGER,30.56,18,NA,NA,0,0,NA
20553,INJECTION(S); SINGLE OR MULTIPLE TRIGGER,34.16,18.42,NA,NA,0,0,NA
20555,PLACEMENT OF NEEDLES OR CATHETERS INTO M,185.66,154.72,NA,NA,0,0,NA
20600,"ARTHROCENTESIS, ASPIRATION AND/OR INJECT",31.48,19.47,NA,NA,0,0,NA
20604,"ARTHROCENTESIS, ASPIRATION AND/OR INJECT",46,24.3,NA,NA,0,0,NA
20605,"ARTHROCENTESIS, ASPIRATION AND/OR INJECT",34.16,20.06,NA,NA,0,0,NA
20606,"ARTHROCENTESIS, ASPIRATION AND/OR INJECT",50.46,27.44,NA,NA,0,0,NA
20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECT",43.55,23.99,NA,NA,0,0,NA
20611,"ARTHROCENTESIS, ASPIRATION AND/OR INJECT",58.28,32.62,NA,NA,0,0,NA
20612,ASPIRATION AND/OR INJECTION OF GANGLION,33.84,20.82,NA,NA,0,0,NA
20615,ASPIRATION AND INJECTION FOR TREATMENT O,128.08,76.38,NA,NA,0,10,NA
20650,INSERTION OF WIRE OR PIN WITH APPLICATIO,112.16,74.8,NA,NA,0,10,NA
20660,"APPLICATION OF CRANIAL TONGS, CALIPER, O",150.94,110.81,NA,NA,0,0,NA
20661,"APPLICATION OF HALO, INCLUDING REMOVAL;",265.45,221.21,NA,NA,0,90,NA
20662,"APPLICATION OF HALO, INCLUDING REMOVAL;",267.5,222.92,NA,NA,0,90,NA
20663,"APPLICATION OF HALO, INCLUDING REMOVAL;",254.94,212.45,NA,NA,0,90,NA
20664,"APPLICATION OF HALO, INCLUDING REMOVAL,",423.31,352.76,NA,NA,0,90,NA
20665,REMOVAL OF TONGS OR HALO APPLIED BY ANOT,74.69,49.94,NA,NA,0,10,NA
20670,"REMOVAL OF IMPLANT; SUPERFICIAL, (EG, BU",265.68,73.94,NA,NA,0,10,NA
20680,"REMOVAL OF IMPLANT; DEEP (EG, BURIED WIR",341.54,190.68,NA,NA,0,90,NA
20690,APPLICATION OF A UNIPLANE (PINS OR WIRES,281.14,234.28,NA,NA,0,90,NA
20692,APPLICATION OF A MULTIPLANE (PINS OR WIR,517.19,431,NA,NA,0,90,NA
20693,ADJUSTMENT OR REVISION OF EXTERNAL FIXAT,266.22,221.85,NA,NA,0,90,NA
20694,"REMOVAL, UNDER ANESTHESIA, OF EXTERNAL F",255.02,162.27,NA,NA,0,90,NA
20802,"REPLANTATION, ARM (INCLUDES SURGICAL NEC",1369.84,1141.53,NA,NA,0,90,NA
20805,"REPLANTATION, FOREARM (INCLUDES RADIUS A",1796.24,1496.87,NA,NA,0,90,NA
20808,"REPLANTATION, HAND (INCLUDES HAND THROUG",2328.67,1940.56,NA,NA,0,90,NA
20816,"REPLANTATION, DIGIT, EXCLUDING THUMB (IN",1416.16,1180.13,NA,NA,0,90,NA
20822,"REPLANTATION, DIGIT, EXCLUDING THUMB (IN",1244.69,1037.25,NA,NA,0,90,NA
20824,"REPLANTATION, THUMB (INCLUDES CARPOMETAC",1400.95,1167.46,NA,NA,0,90,NA
20827,"REPLANTATION, THUMB (INCLUDES DISTAL TIP",1268.9,1057.42,NA,NA,0,90,NA
20838,"REPLANTATION, FOOT, COMPLETE AMPUTATION",1340.6,1117.17,NA,NA,0,90,NA
20900,"BONE GRAFT, ANY DONOR AREA; MINOR OR SMA",356.15,224.19,NA,NA,0,0,NA
20902,"BONE GRAFT, ANY DONOR AREA; MAJOR OR LAR",350.36,291.97,NA,NA,0,0,NA
20910,CARTILAGE GRAFT; COSTOCHONDRAL,280,280,NA,NA,0,90,NA
20912,CARTILAGE GRAFT; NASAL SEPTUM,280,280,NA,NA,0,90,NA
20920,FASCIA LATA GRAFT; BY STRIPPER,230.69,192.25,NA,NA,0,90,NA
20922,FASCIA LATA GRAFT; BY INCISION AND AREA,341.04,230.47,NA,NA,0,90,NA
20924,"TENDON GRAFT, FROM A DISTANCE (EG, PALMA",291.4,242.84,NA,NA,0,90,NA
20931,ALLOGRAFT FOR SPINE SURGERY ONLY; STRUCT,66.19,55.16,NA,NA,0,0,NA
20932,DONOR BONE AND JOINT GRAFT TO JOINT SURFACE,470.81,392.35,NA,NA,0,0,NA
20933,HALF-CYLINDRICAL DONOR BONE GRAFT,431.78,359.82,NA,NA,0,0,NA
20934,CYLINDRICAL DONOR BONE GRAFT,470.6,392.17,NA,NA,0,0,NA
20937,AUTOGRAFT FOR SPINE SURGERY ONLY (INCLUD,100.15,83.46,NA,NA,0,0,NA
20938,AUTOGRAFT FOR SPINE SURGERY ONLY (INCLUD,109.24,91.04,NA,NA,0,0,NA
20939,BONE MARROW ASPIRATION FOR BONE GRAFTING,44.84,37.07,NA,NA,0,0,NA
20950,MONITORING OF INTERSTITIAL FLUID PRESSUR,166.57,44.46,NA,NA,0,0,NA
20955,BONE GRAFT WITH MICROVASCULAR ANASTOMOSI,1453.84,1211.54,NA,NA,0,90,NA
20956,BONE GRAFT WITH MICROVASCULAR ANASTOMOSI,1548.04,1290.04,NA,NA,0,90,NA
20957,BONE GRAFT WITH MICROVASCULAR ANASTOMOSI,1451.41,1209.51,NA,NA,0,90,NA
20962,BONE GRAFT WITH MICROVASCULAR ANASTOMOSI,1536.68,1280.57,NA,NA,0,90,NA
20969,FREE OSTEOCUTANEOUS FLAP WITH MICROVASCU,1615.96,1346.63,NA,NA,0,90,NA
20970,FREE OSTEOCUTANEOUS FLAP WITH MICROVASCU,NA,NA,NA,BR,0,90,NA
20972,FREE OSTEOCUTANEOUS FLAP WITH MICROVASCU,NA,NA,NA,BR,0,90,NA
20973,FREE OSTEOCUTANEOUS FLAP WITH MICROVASCU,NA,NA,NA,BR,0,90,NA
20974,ELECTRICAL STIMULATION TO AID BONE HEALI,35.65,23.14,NA,NA,DVS,0,NA
20975,ELECTRICAL STIMULATION TO AID BONE HEALI,103.41,86.18,NA,NA,0,0,NA
20979,LOW INTENSITY ULTRASOUND STIMULATION TO,100,100,NA,NA,DVS,0,NA
20982,ABLATION-THERAPY FOR REDUCTION OR ERADIC,NA,NA,NA,BR,0,0,NA
20999,"UNLISTED PROCEDURE, MUSCULOSKELETAL SYST",NA,NA,NA,BR,0,0,NA
21010,"ARTHROTOMY, TEMPOROMANDIBULAR JOINT",412.04,343.37,NA,NA,0,90,NA
21011,"EXCISION, TUMOR, SOFT TISSUE OF FACE OR",192.13,124.16,NA,NA,0,90,NA
21012,"EXCISION, TUMOR, SOFT TISSUE OF FACE OR",203.02,169.18,NA,NA,0,90,NA
21013,"EXCISION, TUMOR, SOFT TISSUE OF FACE AN",296.74,198.9,NA,NA,0,90,NA
21014,"EXCISION, TUMOR, SOFT TISSUE OF FACE AN",312.95,260.8,NA,NA,0,90,NA
21015,"RADICAL RESECTION OF TUMOR (EG, MALIGNAN",244.42,203.69,NA,NA,0,90,NA
21016,"RADICAL RESECTION OF TUMOR (EG, MALIGNAN",625.49,521.24,NA,NA,0,90,NA
21025,"EXCISION OF BONE (EG, FOR OSTEOMYELITIS",560.77,398.6,NA,NA,0,90,NA
21026,"EXCISION OF BONE (EG, FOR OSTEOMYELITIS",332.06,231.19,NA,NA,0,90,NA
21029,REMOVAL BY CONTOURING OF BENIGN TUMOR OF,422.65,296.84,NA,NA,0,90,NA
21030,EXCISION OF BENIGN TUMOR OR CYST OF MAXI,276.52,191.47,NA,NA,0,90,NA
21031,EXCISION OF TORUS MANDIBULARIS,213.64,137.22,NA,NA,0,90,NA
21032,EXCISION OF MAXILLARY TORUS PALATINUS,217.81,135.16,NA,NA,0,90,NA
21034,EXCISION OF MALIGNANT TUMOR OF MAXILLA O,756.7,557.98,NA,NA,0,90,NA
21040,EXCISION OF BENIGN TUMOR OR CYST OF MAND,277.51,187.78,NA,NA,0,90,NA
21044,EXCISION OF MALIGNANT TUMOR OF MANDIBLE;,497.48,414.57,NA,NA,0,90,NA
21045,EXCISION OF MALIGNANT TUMOR OF MANDIBLE;,689.21,574.34,NA,NA,0,90,NA
21046,EXCISION OF BENIGN TUMOR OR CYST OF MAND,614.76,512.3,NA,NA,0,90,NA
